city,state,violent_crime,property_crime
Paramus,New Jersey,44.0,919.0
Park Ridge,New Jersey,1.0,9.0
Parsippany-Troy Hills Township,New Jersey,23.0,326.0
Passaic,New Jersey,369.0,1215.0
Paterson,New Jersey,1219.0,3132.0
Paulsboro,New Jersey,14.0,114.0
Peapack-Gladstone,New Jersey,0.0,18.0
Pemberton Borough,New Jersey,3.0,28.0
Pemberton Township,New Jersey,72.0,435.0
Pennington,New Jersey,0.0,8.0
Pennsauken Township,New Jersey,111.0,848.0
Penns Grove,New Jersey,51.0,154.0
Pennsville Township,New Jersey,18.0,198.0
Pequannock Township,New Jersey,7.0,73.0
Perth Amboy,New Jersey,147.0,697.0
Phillipsburg,New Jersey,30.0,304.0
Pine Beach,New Jersey,1.0,23.0
Pine Hill,New Jersey,30.0,143.0
Pine Valley,New Jersey,0.0,0.0
Piscataway Township,New Jersey,47.0,443.0
Pitman,New Jersey,4.0,55.0
Plainfield,New Jersey,192.0,805.0
Plainsboro Township,New Jersey,9.0,151.0
Pleasantville,New Jersey,65.0,271.0
Plumsted Township,New Jersey,5.0,32.0
Pohatcong Township,New Jersey,0.0,230.0
Point Pleasant,New Jersey,15.0,116.0
Point Pleasant Beach,New Jersey,5.0,54.0
Pompton Lakes,New Jersey,8.0,58.0
Princeton,New Jersey,10.0,238.0
Prospect Park,New Jersey,5.0,83.0
Rahway,New Jersey,32.0,157.0
Ramsey,New Jersey,3.0,161.0
Randolph Township,New Jersey,8.0,99.0
Raritan,New Jersey,6.0,61.0
Raritan Township,New Jersey,8.0,64.0
Readington Township,New Jersey,11.0,61.0
Red Bank,New Jersey,13.0,126.0
Ridgefield,New Jersey,6.0,49.0
Ridgefield Park,New Jersey,7.0,124.0
Ridgewood,New Jersey,13.0,143.0
Ringwood,New Jersey,5.0,42.0
Riverdale,New Jersey,2.0,96.0
River Edge,New Jersey,2.0,72.0
Riverside Township,New Jersey,14.0,36.0
Riverton,New Jersey,0.0,25.0
River Vale Township,New Jersey,0.0,20.0
Robbinsville Township,New Jersey,2.0,51.0
Rochelle Park Township,New Jersey,4.0,66.0
Rockaway,New Jersey,1.0,53.0
Rockaway Township,New Jersey,13.0,231.0
Rockleigh,New Jersey,0.0,2.0
Roseland,New Jersey,2.0,34.0
Roselle,New Jersey,67.0,339.0
Roselle Park,New Jersey,2.0,135.0
Roxbury Township,New Jersey,3.0,101.0
Rumson,New Jersey,0.0,57.0
Runnemede,New Jersey,7.0,144.0
Rutherford,New Jersey,12.0,181.0
Saddle Brook Township,New Jersey,1.0,220.0
Saddle River,New Jersey,2.0,30.0
Salem,New Jersey,73.0,227.0
Sayreville,New Jersey,34.0,310.0
Scotch Plains Township,New Jersey,14.0,162.0
Sea Bright,New Jersey,2.0,11.0
Sea Girt,New Jersey,1.0,12.0
Sea Isle City,New Jersey,0.0,89.0
Seaside Heights,New Jersey,12.0,166.0
Seaside Park,New Jersey,3.0,20.0
Secaucus,New Jersey,41.0,516.0
Ship Bottom,New Jersey,0.0,18.0
Shrewsbury,New Jersey,6.0,88.0
Somerdale,New Jersey,12.0,263.0
Somers Point,New Jersey,11.0,260.0
Somerville,New Jersey,11.0,138.0
South Amboy,New Jersey,2.0,67.0
South Bound Brook,New Jersey,1.0,43.0
South Brunswick Township,New Jersey,17.0,254.0
South Hackensack Township,New Jersey,13.0,43.0
South Harrison Township,New Jersey,1.0,13.0
South Orange Village,New Jersey,13.0,279.0
South Plainfield,New Jersey,30.0,394.0
South River,New Jersey,35.0,102.0
South Toms River,New Jersey,7.0,32.0
Sparta Township,New Jersey,4.0,31.0
Spotswood,New Jersey,2.0,52.0
"Springfield Township, Burlington County",New Jersey,2.0,18.0
"Springfield Township, Union County",New Jersey,3.0,134.0
Spring Lake,New Jersey,0.0,34.0
Spring Lake Heights,New Jersey,1.0,13.0
Stafford Township,New Jersey,32.0,232.0
Stanhope,New Jersey,1.0,27.0
Stone Harbor,New Jersey,2.0,106.0
Stratford,New Jersey,10.0,60.0
Summit,New Jersey,3.0,136.0
Surf City,New Jersey,2.0,8.0
Swedesboro,New Jersey,0.0,36.0
Tavistock,New Jersey,0.0,0.0
Teaneck Township,New Jersey,56.0,364.0
Tenafly,New Jersey,1.0,89.0
Teterboro,New Jersey,0.0,102.0
Tewksbury Township,New Jersey,2.0,23.0
Tinton Falls,New Jersey,8.0,243.0
Toms River Township,New Jersey,72.0,1248.0
Totowa,New Jersey,15.0,166.0
Trenton,New Jersey,937.0,1748.0
Tuckerton,New Jersey,1.0,36.0
Union Beach,New Jersey,11.0,14.0
Union City,New Jersey,193.0,1080.0
Union Township,New Jersey,43.0,912.0
Upper Saddle River,New Jersey,2.0,27.0
Ventnor City,New Jersey,15.0,364.0
Vernon Township,New Jersey,3.0,81.0
Verona,New Jersey,1.0,49.0
Vineland,New Jersey,211.0,1686.0
Voorhees Township,New Jersey,30.0,352.0
Waldwick,New Jersey,2.0,57.0
Wallington,New Jersey,9.0,143.0
Wall Township,New Jersey,22.0,178.0
Wanaque,New Jersey,4.0,34.0
Warren Township,New Jersey,0.0,42.0
Washington,New Jersey,8.0,44.0
"Washington Township, Bergen County",New Jersey,1.0,19.0
"Washington Township, Gloucester County",New Jersey,72.0,652.0
"Washington Township, Morris County",New Jersey,12.0,80.0
"Washington Township, Warren County",New Jersey,6.0,64.0
Watchung,New Jersey,1.0,320.0
Waterford Township,New Jersey,12.0,54.0
Wayne Township,New Jersey,30.0,894.0
Weehawken Township,New Jersey,22.0,231.0
Wenonah,New Jersey,1.0,32.0
Westampton Township,New Jersey,30.0,159.0
West Amwell Township,New Jersey,1.0,27.0
West Caldwell Township,New Jersey,2.0,54.0
West Cape May,New Jersey,1.0,11.0
West Deptford Township,New Jersey,16.0,244.0
Westfield,New Jersey,4.0,141.0
West Long Branch,New Jersey,0.0,89.0
West Milford Township,New Jersey,13.0,127.0
West New York,New Jersey,128.0,692.0
West Orange,New Jersey,92.0,673.0
Westville,New Jersey,9.0,120.0
West Wildwood,New Jersey,2.0,9.0
West Windsor Township,New Jersey,11.0,310.0
Westwood,New Jersey,0.0,75.0
Wharton,New Jersey,10.0,57.0
Wildwood,New Jersey,29.0,318.0
Wildwood Crest,New Jersey,17.0,63.0
Willingboro Township,New Jersey,102.0,421.0
Winfield Township,New Jersey,0.0,9.0
Winslow Township,New Jersey,67.0,492.0
Woodbridge Township,New Jersey,111.0,1413.0
Woodbury,New Jersey,28.0,299.0
Woodbury Heights,New Jersey,1.0,53.0
Woodcliff Lake,New Jersey,2.0,29.0
Woodland Park,New Jersey,14.0,167.0
Woodlynne,New Jersey,12.0,55.0
Wood-Ridge,New Jersey,1.0,45.0
Woodstown,New Jersey,1.0,34.0
Woolwich Township,New Jersey,2.0,54.0
Wyckoff Township,New Jersey,5.0,81.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,New Jersey,,
Alamogordo,New Mexico,109.0,796.0
Albuquerque3,New Mexico,7596.0,
Angel Fire,New Mexico,2.0,23.0
Anthony,New Mexico,32.0,67.0
Artesia,New Mexico,65.0,376.0
Bayard,New Mexico,20.0,27.0
Belen,New Mexico,144.0,372.0
Bernalillo,New Mexico,85.0,232.0
Bosque Farms,New Mexico,18.0,42.0
Capitan,New Mexico,3.0,10.0
Carrizozo,New Mexico,3.0,8.0
Clayton,New Mexico,3.0,9.0
Cloudcroft,New Mexico,1.0,6.0
Clovis,New Mexico,261.0,1474.0
Corrales,New Mexico,12.0,62.0
Cuba,New Mexico,11.0,2.0
Deming,New Mexico,135.0,722.0
Dexter,New Mexico,0.0,2.0
Edgewood,New Mexico,20.0,76.0
Estancia,New Mexico,1.0,6.0
Eunice,New Mexico,1.0,56.0
Gallup,New Mexico,437.0,1397.0
Grants,New Mexico,49.0,185.0
Hatch,New Mexico,16.0,31.0
Hope,New Mexico,0.0,2.0
Hurley,New Mexico,3.0,5.0
Jal,New Mexico,14.0,34.0
Las Cruces,New Mexico,514.0,3707.0
Logan,New Mexico,4.0,12.0
Lordsburg,New Mexico,12.0,43.0
Los Alamos4,New Mexico,,72.0
Los Lunas,New Mexico,205.0,649.0
Lovington,New Mexico,12.0,260.0
Magdalena,New Mexico,3.0,13.0
Mesilla,New Mexico,0.0,0.0
Milan,New Mexico,4.0,4.0
Moriarty,New Mexico,5.0,54.0
Peralta,New Mexico,22.0,37.0
Portales,New Mexico,55.0,305.0
Questa,New Mexico,3.0,10.0
Raton,New Mexico,16.0,50.0
Rio Rancho,New Mexico,189.0,1474.0
Roswell,New Mexico,404.0,1793.0
Ruidoso,New Mexico,31.0,206.0
Ruidoso Downs,New Mexico,19.0,112.0
Santa Clara,New Mexico,5.0,12.0
Santa Rosa,New Mexico,18.0,60.0
San Ysidro,New Mexico,1.0,0.0
Springer,New Mexico,7.0,12.0
Sunland Park,New Mexico,65.0,189.0
Taos,New Mexico,19.0,317.0
Taos Ski Valley,New Mexico,0.0,5.0
Tatum,New Mexico,0.0,0.0
Texico,New Mexico,0.0,4.0
Truth or Consequences,New Mexico,20.0,65.0
Tularosa,New Mexico,7.0,56.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,New Mexico,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,New Mexico,,
"3 The FBI determined that the agency's data were overreported. Consequently, those data are not included in this table.",New Mexico,,
"4 The FBI determined that the agency's data were underreported. Consequently, those data are not included in this table.",New Mexico,,
Adams Village,New York,0.0,0.0
Addison Town and Village,New York,3.0,5.0
Afton Village,New York,0.0,0.0
Akron Village,New York,1.0,5.0
Albany,New York,736.0,2919.0
Albion Village,New York,17.0,147.0
Alfred Village,New York,1.0,23.0
Allegany Village,New York,1.0,9.0
Amherst Town,New York,141.0,1840.0
Amityville Village,New York,3.0,68.0
Amsterdam,New York,40.0,220.0
Angelica Village,New York,0.0,0.0
Arcade Village,New York,2.0,6.0
Ardsley Village,New York,1.0,21.0
Asharoken Village,New York,0.0,0.0
Attica Village,New York,0.0,5.0
Baldwinsville Village,New York,0.0,46.0
Ballston Spa Village,New York,2.0,31.0
Barker,New York,0.0,0.0
Bath Village,New York,12.0,73.0
Beacon,New York,24.0,150.0
Bedford Town,New York,1.0,57.0
Belmont Village,New York,0.0,3.0
Bethlehem Town,New York,29.0,438.0
Binghamton,New York,355.0,1907.0
Black River,New York,0.0,8.0
Blasdell Village,New York,5.0,39.0
Blooming Grove Town,New York,6.0,54.0
Bolton Town,New York,0.0,10.0
Boonville Village,New York,1.0,11.0
Brant Town,New York,0.0,5.0
Brewster,New York,0.0,5.0
Briarcliff Manor Village,New York,0.0,30.0
Brighton Town,New York,25.0,611.0
Brockport Village,New York,10.0,59.0
Bronxville Village,New York,0.0,34.0
Brownville Village,New York,0.0,1.0
Buchanan Village,New York,2.0,6.0
Buffalo,New York,2533.0,8298.0
Cairo Town,New York,1.0,30.0
Cambridge Village,New York,0.0,19.0
Camden Village,New York,0.0,24.0
Camillus Town and Village,New York,17.0,277.0
Canajoharie Village,New York,1.0,15.0
Canandaigua,New York,45.0,178.0
Canastota Village,New York,7.0,33.0
Canisteo Village,New York,4.0,3.0
Canton Village,New York,3.0,18.0
Cape Vincent Village,New York,0.0,0.0
Carmel Town,New York,8.0,76.0
Carroll Town,New York,0.0,19.0
Carthage Village,New York,1.0,45.0
Catskill Village,New York,6.0,71.0
Cattaraugus Village,New York,0.0,0.0
Cayuga Heights Village,New York,0.0,7.0
Cazenovia Village,New York,2.0,18.0
Central Square Village,New York,0.0,63.0
Centre Island Village,New York,0.0,1.0
Chatham Village,New York,0.0,3.0
Cheektowaga Town,New York,187.0,2153.0
Chester Town,New York,8.0,7.0
Chester Village,New York,0.0,16.0
Chittenango Village,New York,1.0,19.0
Cicero Town,New York,5.0,174.0
Clarkstown Town,New York,56.0,985.0
Clayton Village,New York,0.0,12.0
Clyde Village,New York,3.0,23.0
Cobleskill Village,New York,15.0,51.0
Coeymans Town,New York,17.0,71.0
Cohocton Town,New York,0.0,0.0
Cohoes,New York,37.0,153.0
Colchester Town,New York,5.0,14.0
Cold Spring Village,New York,1.0,2.0
Colonie Town,New York,62.0,1870.0
Cornwall-on-Hudson Village,New York,1.0,15.0
Cornwall Town,New York,2.0,7.0
Cortland,New York,55.0,325.0
Coxsackie Village,New York,0.0,1.0
Crawford Town,New York,1.0,64.0
Croton-on-Hudson Village,New York,3.0,36.0
Cuba Town,New York,1.0,27.0
Dansville Village,New York,1.0,52.0
Deerpark Town,New York,11.0,49.0
Delhi Village,New York,8.0,22.0
Depew Village,New York,15.0,193.0
Deposit Village,New York,1.0,10.0
DeWitt Town,New York,36.0,608.0
Dexter Village,New York,0.0,1.0
Dobbs Ferry Village,New York,4.0,44.0
Dryden Village,New York,4.0,24.0
Dunkirk,New York,21.0,210.0
Durham Town,New York,0.0,3.0
East Aurora-Aurora Town,New York,2.0,67.0
Eastchester Town,New York,3.0,67.0
East Greenbush Town,New York,10.0,400.0
East Rochester Village,New York,6.0,69.0
Eden Town,New York,2.0,36.0
Ellenville Village,New York,9.0,50.0
Ellicott Town,New York,13.0,241.0
Ellicottville,New York,0.0,9.0
Elmira,New York,83.0,831.0
Elmira Heights Village,New York,4.0,73.0
Elmira Town,New York,0.0,2.0
Elmsford Village,New York,3.0,11.0
Evans Town,New York,20.0,171.0
Fairport Village,New York,2.0,24.0
Fishkill Town,New York,8.0,190.0
Fishkill Village,New York,1.0,20.0
Floral Park Village,New York,8.0,26.0
Florida Village,New York,0.0,5.0
Fort Edward Village,New York,2.0,4.0
Fort Plain Village,New York,9.0,53.0
Frankfort Town,New York,3.0,20.0
Frankfort Village,New York,6.0,12.0
Franklinville Village,New York,0.0,2.0
Freeport Village,New York,72.0,428.0
Friendship Town,New York,0.0,8.0
Galway Village,New York,0.0,0.0
Garden City Village,New York,9.0,267.0
Gates Town,New York,55.0,776.0
Geddes Town,New York,4.0,162.0
Geneseo Village,New York,3.0,83.0
Geneva,New York,20.0,234.0
Glen Cove,New York,5.0,84.0
Glen Park Village,New York,0.0,0.0
Glens Falls,New York,28.0,100.0
Glenville Town,New York,12.0,309.0
Gloversville,New York,66.0,401.0
Goshen Town,New York,2.0,27.0
Goshen Village,New York,2.0,29.0
Gowanda Village,New York,4.0,26.0
Granville Village,New York,3.0,12.0
Great Neck Estates Village,New York,0.0,12.0
Greece Town,New York,167.0,1847.0
Greenburgh Town,New York,43.0,438.0
Greene Village,New York,0.0,22.0
Greenport Town,New York,0.0,56.0
Greenwich Village,New York,0.0,16.0
Greenwood Lake Village,New York,2.0,7.0
Groton Village,New York,0.0,36.0
Guilderland Town,New York,23.0,841.0
Hamburg Town,New York,43.0,742.0
Hamburg Village,New York,2.0,76.0
Hamilton Village,New York,0.0,3.0
Hancock Village,New York,2.0,5.0
Harriman Village,New York,3.0,28.0
Harrison Town,New York,0.0,147.0
Hastings-on-Hudson Village,New York,2.0,58.0
Hempstead Village,New York,297.0,579.0
Herkimer Village,New York,41.0,201.0
Highlands Town,New York,0.0,7.0
Holley Village,New York,1.0,9.0
Homer Village,New York,1.0,2.0
Hoosick Falls Village,New York,5.0,21.0
Horseheads Village,New York,4.0,101.0
Hudson Falls Village,New York,14.0,45.0
Huntington Bay Village,New York,0.0,7.0
Hyde Park Town,New York,4.0,84.0
Ilion Village,New York,38.0,163.0
Independence Town,New York,2.0,4.0
Inlet Town,New York,0.0,1.0
Irvington Village,New York,0.0,33.0
Ithaca,New York,41.0,840.0
Jamestown,New York,199.0,863.0
Johnson City Village,New York,61.0,765.0
Johnstown,New York,13.0,138.0
Jordan Village,New York,0.0,0.0
Kenmore Village,New York,11.0,175.0
Kensington Village,New York,0.0,5.0
Kent Town,New York,5.0,27.0
Kings Point Village,New York,2.0,24.0
Kingston,New York,68.0,498.0
Kirkland Town,New York,0.0,4.0
Lackawanna,New York,81.0,378.0
Lake Placid Village,New York,3.0,19.0
Lake Success Village,New York,0.0,16.0
Lakewood-Busti,New York,5.0,332.0
Lancaster Town,New York,21.0,398.0
Larchmont Village,New York,2.0,84.0
Lewisboro Town,New York,0.0,0.0
Lewiston Town and Village,New York,4.0,87.0
Liberty Village,New York,29.0,119.0
Little Falls,New York,15.0,39.0
Liverpool Village,New York,0.0,9.0
Lloyd Harbor Village,New York,3.0,7.0
Lloyd Town,New York,7.0,99.0
Long Beach,New York,19.0,66.0
Lowville Village,New York,3.0,14.0
Lynbrook Village,New York,13.0,95.0
Macedon Town and Village,New York,5.0,72.0
Malone Village,New York,12.0,112.0
Malverne Village,New York,2.0,10.0
Mamaroneck Town,New York,2.0,79.0
Mamaroneck Village,New York,16.0,157.0
Manchester Village,New York,0.0,0.0
Manlius Town,New York,19.0,254.0
Marcellus Village,New York,0.0,4.0
Marlborough Town,New York,3.0,45.0
Massena Village,New York,11.0,246.0
Maybrook Village,New York,1.0,7.0
Mechanicville,New York,7.0,32.0
Medina Village,New York,12.0,90.0
Menands Village,New York,4.0,92.0
Middleport Village,New York,1.0,10.0
Middletown,New York,87.0,308.0
Millerton Village,New York,0.0,10.0
Mohawk Village,New York,3.0,24.0
Monroe Village,New York,7.0,119.0
Montgomery Village,New York,0.0,13.0
Monticello Village,New York,25.0,113.0
Moravia Village,New York,0.0,11.0
Moriah Town,New York,1.0,1.0
Mount Hope Town,New York,1.0,6.0
Mount Vernon,New York,381.0,842.0
Nassau Village,New York,0.0,7.0
Newark Village,New York,28.0,228.0
New Berlin Town,New York,0.0,15.0
Newburgh,New York,317.0,640.0
Newburgh Town,New York,22.0,911.0
New Castle Town,New York,1.0,53.0
New Hartford Town and Village,New York,17.0,617.0
New Rochelle,New York,98.0,762.0
New Windsor Town,New York,28.0,271.0
New York,New York,47821.0,122299.0
New York Mills Village,New York,0.0,39.0
Niagara Falls,New York,431.0,1848.0
Niagara Town,New York,4.0,212.0
Niskayuna Town,New York,11.0,308.0
Nissequogue Village,New York,0.0,5.0
Norfolk Town,New York,1.0,4.0
North Castle Town,New York,4.0,75.0
Northport Village,New York,0.0,7.0
North Syracuse Village,New York,14.0,70.0
North Tonawanda,New York,44.0,351.0
Norwich,New York,28.0,186.0
Norwood Village,New York,2.0,6.0
Ocean Beach Village,New York,0.0,9.0
Ogdensburg,New York,36.0,296.0
Ogden Town,New York,10.0,141.0
Old Brookville Village,New York,1.0,45.0
Old Westbury Village,New York,1.0,47.0
Olean,New York,45.0,310.0
Oneida,New York,41.0,372.0
Oneonta City,New York,34.0,145.0
Orangetown Town,New York,34.0,265.0
Orchard Park Town,New York,24.0,345.0
Oriskany Village,New York,0.0,10.0
Ossining Village,New York,20.0,157.0
Oswego City,New York,51.0,583.0
Owego Village,New York,17.0,114.0
Oxford Village,New York,0.0,2.0
Oyster Bay Cove Village,New York,1.0,7.0
Painted Post Village,New York,1.0,8.0
Palmyra Village,New York,4.0,7.0
Peekskill,New York,30.0,209.0
Pelham Manor Village,New York,7.0,149.0
Pelham Village,New York,4.0,45.0
Penn Yan Village,New York,5.0,51.0
Perry Village,New York,4.0,36.0
Philmont Village,New York,0.0,3.0
Phoenix Village,New York,4.0,15.0
Piermont Village,New York,0.0,4.0
Pine Plains Town,New York,0.0,0.0
Plattekill Town,New York,2.0,22.0
Plattsburgh City,New York,36.0,243.0
Pleasantville Village,New York,6.0,38.0
Port Chester Village,New York,21.0,200.0
Port Jervis,New York,37.0,137.0
Port Washington,New York,6.0,91.0
Potsdam Village,New York,2.0,67.0
Poughkeepsie,New York,235.0,513.0
Poughkeepsie Town,New York,70.0,991.0
Pound Ridge Town,New York,1.0,34.0
Pulaski Village,New York,0.0,22.0
Quogue Village,New York,1.0,29.0
Ramapo Town,New York,68.0,436.0
Red Hook Village,New York,1.0,38.0
Rhinebeck Village,New York,1.0,21.0
Riverhead Town,New York,33.0,568.0
Rochester,New York,1540.0,7142.0
Rockville Centre Village,New York,10.0,175.0
Rome,New York,54.0,524.0
Rosendale Town,New York,1.0,26.0
Rotterdam Town,New York,32.0,754.0
Rye,New York,1.0,15.0
Rye Brook Village,New York,0.0,69.0
Sackets Harbor Village,New York,0.0,0.0
Sag Harbor Village,New York,0.0,0.0
Salamanca,New York,24.0,54.0
Sands Point Village,New York,1.0,29.0
Saranac Lake Village,New York,4.0,35.0
Saratoga Springs,New York,64.0,448.0
Saugerties Town,New York,27.0,165.0
Scarsdale Village,New York,6.0,117.0
Schenectady,New York,528.0,1770.0
Schodack Town,New York,9.0,74.0
Schoharie Village,New York,0.0,0.0
Scotia Village,New York,15.0,111.0
Seneca Falls Town,New York,9.0,205.0
Shandaken Town,New York,0.0,9.0
Shawangunk Town,New York,2.0,41.0
Sherburne Village,New York,0.0,13.0
Sherrill,New York,0.0,6.0
Shortsville Village,New York,0.0,1.0
Sidney Village,New York,16.0,119.0
Skaneateles Village,New York,0.0,40.0
Sleepy Hollow Village,New York,0.0,0.0
Solvay Village,New York,13.0,65.0
Southampton Town,New York,46.0,474.0
Southampton Village,New York,1.0,48.0
South Glens Falls Village,New York,4.0,35.0
Southold Town,New York,15.0,209.0
Spring Valley Village,New York,115.0,425.0
Stillwater Town,New York,1.0,16.0
St. Johnsville Village,New York,1.0,22.0
Stony Point Town,New York,10.0,51.0
Syracuse,New York,1129.0,4464.0
Tarrytown Village,New York,6.0,58.0
Theresa Village,New York,0.0,0.0
Ticonderoga Town,New York,10.0,30.0
Tonawanda,New York,38.0,188.0
Tonawanda Town,New York,83.0,725.0
Troy,New York,296.0,1365.0
Trumansburg Village,New York,1.0,31.0
Tuckahoe Village,New York,0.0,28.0
Tuxedo Town,New York,0.0,1.0
Ulster Town,New York,16.0,208.0
Utica,New York,374.0,1986.0
Vernon Village,New York,0.0,6.0
Walden Village,New York,2.0,36.0
Wallkill Town,New York,37.0,557.0
Warsaw Village,New York,5.0,43.0
Washingtonville Village,New York,1.0,20.0
Waterford Town and Village,New York,2.0,27.0
Waterloo Village,New York,0.0,51.0
Watertown,New York,154.0,887.0
Watervliet,New York,44.0,198.0
Watkins Glen Village,New York,1.0,24.0
Waverly Village,New York,3.0,10.0
Webb Town,New York,1.0,3.0
Weedsport Village,New York,0.0,14.0
Wellsville Village,New York,9.0,32.0
West Carthage Village,New York,0.0,10.0
Westfield Village,New York,0.0,11.0
Westhampton Beach Village,New York,0.0,26.0
West Seneca Town,New York,67.0,601.0
Whitestown Town,New York,0.0,28.0
Windham Town,New York,2.0,5.0
Woodbury Town,New York,3.0,460.0
Woodridge Village,New York,4.0,17.0
Woodstock Town,New York,3.0,32.0
Yonkers,New York,708.0,1826.0
Yorktown Town,New York,8.0,214.0
Youngstown Village,New York,0.0,3.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,New York,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,New York,,
Aberdeen,North Carolina,41.0,301.0
Ahoskie,North Carolina,56.0,253.0
Albemarle,North Carolina,146.0,882.0
Apex,North Carolina,53.0,527.0
Asheville,North Carolina,695.0,5923.0
Atlantic Beach,North Carolina,9.0,114.0
Bailey,North Carolina,2.0,15.0
Bald Head Island,North Carolina,0.0,24.0
Banner Elk,North Carolina,5.0,11.0
Beech Mountain,North Carolina,0.0,15.0
Belhaven,North Carolina,0.0,21.0
Benson,North Carolina,31.0,200.0
Bessemer City,North Carolina,13.0,85.0
Biltmore Forest,North Carolina,0.0,16.0
